主机 IP,主机名,主机状态,业务组,操作系统,系统版本,内核版本,CPU内核数,内存容量,特征,主机备注,整机CPU占用,整机内存占用,内网 IP,外网 IP,主机开机时长
172.18.13.111,pitsmap1.tianma.cn,online,上海G4.5（数据中心）Linux,CentOS Linux,7.0.1406 (Core) ,3.10.0-123.el7.x86_64,8,31.3 GB,[09NotReady],,28.52%,97.65%,172.18.13.111,172.18.13.111,36769h54m44s
10.110.12.49,poatodo04,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,31.5 GB,[09NotReady],,1.24%,31.81%,10.110.12.49,10.110.12.49,31746h43m25s
10.110.12.153,PFMEAApp,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,8,15.3 GB,[09NotReady],,1.76%,27.35%,10.110.12.153,10.110.12.153,13368h42m44s
10.110.13.44,pcontract-app02,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,55.4 GB,[09NotReady],,1.30%,41.89%,10.110.13.44,10.110.13.44,23754h57m17s
10.110.14.140,tpromgt11,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,7.7 GB,[09NotReady],,8.34%,44.00%,10.110.14.140,10.110.14.140,19177h4m58s
10.110.13.166,pdormi02,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,31.4 GB,[09NotReady],,2.37%,24.63%,10.110.13.166,10.110.13.166,12924h20m8s
10.110.13.106,pextuserredis03,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,7.7 GB,[09NotReady],IDM,3.54%,19.00%,10.110.13.106,10.110.13.106,20178h14m2s
10.110.14.88,tdatablaudb01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,39.4 GB,[09NotReady],,3.31%,16.46%,10.110.14.88,10.110.14.88,14490h34m47s
10.110.14.114,toawebkudb,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.247-1.el7.elrepo.x86_64,8,31.4 GB,[09NotReady],,2.25%,76.32%,10.110.14.114,10.110.14.114,21713h27m6s
172.18.25.23,phg_erpdb,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,8,23.6 GB,[09NotReady DMZ区服务器],,1.32%,60.26%,172.18.25.23,172.18.25.23,15497h40m28s
172.18.25.73,SH-B179597-2,online,上海G4.5（数据中心）Windows,Windows,10 Pro,10.0.19041.6456 (WinBuild.160101.0800),16,127.7 GB,[09NotReady DMZ区服务器],,3.90%,9.48%,172.18.25.73,172.18.25.73,1744h56m46s
10.110.16.75,TOTDQAE10,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),24,128.0 GB,[09NotReady],,0.88%,18.87%,10.110.16.75,10.110.16.75,985h4m28s
172.18.2.59,WIN-A08N4GGBCOQ,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,4.0 GB,[09NotReady],,28.92%,67.91%,172.18.2.59,172.18.2.59,14857h33m21s
172.18.13.43,PQZFTP01,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,16.0 GB,[09NotReady],,19.01%,44.56%,172.18.13.43,172.18.13.43,14847h21m51s
10.110.16.80,TOTDQTCE11,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,32.0 GB,[09NotReady],,2.12%,22.40%,10.110.16.80,10.110.16.80,985h0m19s
10.110.16.76,TOTDQTCE10,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,64.0 GB,[09NotReady],,2.69%,29.07%,10.110.16.76,10.110.16.76,985h5m11s
10.110.16.48,TOTDQAE3,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,32.0 GB,[09NotReady],,1.14%,30.89%,10.110.16.48,10.110.16.48,984h28m9s
10.110.16.71,TOTDQAE8,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),32,320.0 GB,[09NotReady],,0.65%,5.94%,10.110.16.71,10.110.16.71,985h14m44s
10.110.13.140,PRPACLE29,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],RPA机器人,35.25%,45.61%,10.110.13.140,10.110.13.140,860h50m37s
10.110.16.43,TOTDQTCE1,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,128.0 GB,[09NotReady],,1.03%,26.13%,10.110.16.43,10.110.16.43,984h32m26s
10.110.16.69,TOTDQAE7,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),32,320.0 GB,[09NotReady],,0.51%,8.67%,10.110.16.69,10.110.16.69,985h16m45s
10.110.14.117,TLangxinGW,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,24.0 GB,[09NotReady],,2.18%,28.86%,10.110.14.117,10.110.14.117,1174h55m57s
10.110.13.128,PRPACLE25,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8592 (rs1_release.251022-1740),4,8.0 GB,[09NotReady],RPA机器人,31.18%,30.50%,10.110.13.128,10.110.13.128,91h34m3s
172.18.13.135,PRPACLE013,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,4.0 GB,[09NotReady],,1.87%,43.82%,172.18.13.135,172.18.13.135,14012h30m15s
172.18.2.38,crmdb,online,上海G4.5（数据中心）Windows,Windows Server,2012 Standard,6.2.9200.24266 (win8_ldr_escrow.230426-1815),16,32.0 GB,[09NotReady],,1.45%,86.40%,172.18.2.38,172.18.2.38,6448h54m21s
10.110.13.71,PWMSAP10,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),16,64.0 GB,[09NotReady],,23.43%,64.58%,10.110.13.71,10.110.13.71,4630h46m30s
172.18.13.131,PRPACLE09,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,4.0 GB,[09NotReady],,1.73%,49.62%,172.18.13.131,172.18.13.131,16793h30m52s
172.18.14.21,TWMSAP03,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),32,32.0 GB,[09NotReady],,0.44%,15.11%,172.18.14.21,172.18.14.21,18688h14m14s
10.110.12.161,AEBUPDCAE04,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),16,100.0 GB,[09NotReady],,0.38%,4.10%,10.110.12.161,10.110.12.161,1174h37m16s
172.18.13.87,PCRM2AP3,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8146 (rs1_release.250519-1743),8,32.0 GB,[09NotReady],,7.84%,62.04%,172.18.13.87,172.18.13.87,4287h36m8s
10.110.13.124,PRPACLE21,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],,33.79%,52.39%,10.110.13.124,10.110.13.124,982h42m22s
10.110.12.162,AEBUPDCAE05,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),16,140.0 GB,[09NotReady],,0.45%,4.67%,10.110.12.162,10.110.12.162,330h19m7s
10.110.12.108,PPSdevjump02,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,16.0 GB,[09NotReady],,5.23%,30.29%,10.110.12.108,10.110.12.108,1027h50m50s
172.18.13.50,pyktkqwg,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.20369 (winblue_ltsb_escrow.220427-1727),8,16.0 GB,[09NotReady],,25.93%,14.40%,172.18.13.50,172.18.13.50,4940h16m23s
10.110.16.50,TOTDQAE4,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,32.0 GB,[09NotReady],,1.20%,45.55%,10.110.16.50,10.110.16.50,984h27m11s
172.18.2.209,PYKTAPP1,online,上海G4.5（数据中心）Windows,Windows Server,2008 R2 Enterprise Service Pack 1,6.1.7601.24520 (win7sp1_ldr_escrow.190828-1732),16,32.0 GB,[09NotReady],,1.05%,13.00%,172.18.2.209,172.18.2.209,30137h55m27s
172.18.1.29,ptmbakap,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,48.0 GB,[09NotReady],,6.24%,62.47%,172.18.1.29,172.18.1.29,1177h8m9s
172.18.13.132,PRPACLE010,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,4.0 GB,[09NotReady],,1.88%,58.94%,172.18.13.132,172.18.13.132,16793h44m46s
172.18.2.78,SH-gonghui,online,上海G4.5（数据中心）Windows,Windows Server,2008 R2 Enterprise Service Pack 1,6.1.7601.24545 (win7sp1_ldr_escrow.200102-1707),4,8.0 GB,[09NotReady],,2.04%,34.47%,172.18.2.78,172.18.2.78,30262h53m58s
10.110.14.194,tsourcingtest,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),8,16.0 GB,[09NotReady],,1.21%,18.63%,10.110.14.194,10.110.14.194,3591h57m21s
10.110.16.74,TOTDQTCE9,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,128.0 GB,[09NotReady],,1.30%,12.80%,10.110.16.74,10.110.16.74,985h12m29s
10.110.16.82,TOTDQTCE12,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),32,128.0 GB,[09NotReady],,0.57%,5.55%,10.110.16.82,10.110.16.82,984h1m53s
10.110.16.49,TOTDQTCE4,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),8,32.0 GB,[09NotReady],,2.27%,10.49%,10.110.16.49,10.110.16.49,984h27m16s
10.110.16.72,TOTDQTCE8,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,160.0 GB,[09NotReady],,1.27%,6.79%,10.110.16.72,10.110.16.72,984h56m14s
10.110.16.65,TOTDQAE5,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),24,168.0 GB,[09NotReady],,0.67%,24.35%,10.110.16.65,10.110.16.65,985h27m41s
10.110.12.63,PAPSweb,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,32.0 GB,[09NotReady],,4.98%,20.43%,10.110.12.63,10.110.12.63,768h27m17s
10.100.1.122,DHCP1OLED,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.5202 (WinBuild.160101.0800),8,16.0 GB,[09NotReady],,5.46%,32.51%,10.100.1.122,10.100.1.122,18692h1m50s
10.110.14.94,Tcondata02,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),16,32.0 GB,[09NotReady],,0.70%,12.56%,10.110.14.94,10.110.14.94,1025h6m13s
10.110.13.130,PRPACLE27,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],RPA机器人,31.39%,40.20%,10.110.13.130,10.110.13.130,258h8m9s
172.18.13.49,pkqindk1,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.20919 (winblue_ltsb_escrow.230329-1822),8,32.0 GB,[09NotReady],,1.06%,94.52%,172.18.13.49,172.18.13.49,5972h12m32s
10.110.12.91,Pshare,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,32.0 GB,[09NotReady],,5.14%,37.61%,10.110.12.91,10.110.12.91,1054h30m16s
172.18.14.105,DCRM2APDB3,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8146 (rs1_release.250519-1743),8,96.0 GB,[09NotReady],,5.24%,67.04%,172.18.14.105,172.18.14.105,2108h32m41s
172.18.13.228,pkqarchive,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),8,32.0 GB,[09NotReady],,1.53%,76.30%,172.18.13.228,172.18.13.228,13004h21m12s
172.18.13.48,pkqindb2,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.20919 (winblue_ltsb_escrow.230329-1822),8,64.0 GB,[09NotReady],,1.38%,38.32%,172.18.13.48,172.18.13.48,12983h18m59s
172.18.1.17,WIN-35CL5SVM9QM,online,上海G4.5（数据中心）Windows,Windows Server,2019 Standard,10.0.17763.8146 (WinBuild.160101.0800),16,80.0 GB,[09NotReady],,2.29%,10.78%,172.18.1.17,172.18.1.17,1200h10m32s
172.18.13.59,pkqcache,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.20919 (winblue_ltsb_escrow.230329-1822),8,32.0 GB,[09NotReady],,1.31%,10.48%,172.18.13.59,172.18.13.59,16530h58m10s
172.18.13.75,pkqdbnew1,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.5291 (rs1_release.220806-1444),48,383.7 GB,[09NotReady],,27.66%,82.25%,172.18.13.75,172.18.13.75,5898h25m20s
10.110.12.201,PCIMSC,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,16.0 GB,[09NotReady],,1.47%,18.36%,10.110.12.201,10.110.12.201,739h32m55s
10.110.13.92,PKingdee11,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,16.0 GB,[09NotReady],,4.15%,15.33%,10.110.13.92,10.110.13.92,1078h26m49s
172.18.2.39,PFWQZAP1NEW,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,8.0 GB,[09NotReady],,2.89%,65.59%,172.18.2.39,172.18.2.39,13001h5m31s
172.18.13.28,PFTPFILE,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.21620 (winblue_ltsb_escrow.230929-1158),4,4.0 GB,[09NotReady],,1.87%,50.39%,172.18.13.28,172.18.13.28,14035h15m1s
10.110.12.106,PPSdevjump,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],,3.34%,36.17%,10.110.12.106,10.110.12.106,1027h58m3s
10.110.13.164,pdorngx,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,15.7 GB,[09NotReady],,4.11%,13.31%,10.110.13.164,10.110.13.164,15163h43m40s
10.110.12.132,ppromgt03,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,23.5 GB,[09NotReady],,5.66%,38.26%,10.110.12.132,10.110.12.132,18166h58m15s
10.110.17.89,tusereng,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,15.7 GB,[09NotReady],,1.78%,12.97%,10.110.17.89,10.110.17.89,12766h41m15s
10.110.14.144,tpromgt15,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,7.7 GB,[09NotReady],,10.30%,21.37%,10.110.14.144,10.110.14.144,14491h28m49s
10.110.14.138,tpromgt09,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,7.7 GB,[09NotReady],,3.97%,31.83%,10.110.14.138,10.110.14.138,19177h2m16s
10.110.14.145,tpromgt16,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,7.7 GB,[09NotReady],,5.83%,42.42%,10.110.14.145,10.110.14.145,19176h54m39s
10.110.14.132,tpromgt03,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,15.6 GB,[09NotReady],,2.71%,43.59%,10.110.14.132,10.110.14.132,19173h5m50s
10.100.7.148,psdp2nginx,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,7.6 GB,[09NotReady],,1.16%,21.76%,10.100.7.148,10.100.7.148,25096h35m16s
10.110.18.11,pdatablau01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,16,125.9 GB,[09NotReady],,11.32%,30.31%,10.110.18.11,10.110.18.11,24766h52m46s
10.110.13.119,plims03,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,31.3 GB,[09NotReady],,6.76%,75.99%,10.110.13.119,10.110.13.119,18552h41m48s
10.110.13.86,pkingdee05,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,62.8 GB,[09NotReady],,4.70%,20.74%,10.110.13.86,10.110.13.86,21194h0m59s
10.110.13.87,pkingdee06,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,62.8 GB,[09NotReady],,6.96%,19.80%,10.110.13.87,10.110.13.87,21193h32m23s
172.18.14.107,TRDIN2FL.tianma.cn,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,16,31.2 GB,[09NotReady],,1.07%,12.20%,172.18.14.107,172.18.14.107,17994h25m29s
172.18.13.189,poav15att.tianma.cn,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,16,62.7 GB,[09NotReady],,1.02%,8.38%,172.18.13.189,172.18.13.189,12925h13m29s
10.110.16.13,starrocksuat01.tianma.cn,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,32,94.9 GB,[09NotReady],,21.61%,65.68%,10.110.16.13,10.110.16.13,23928h11m23s
10.110.13.85,pkingdee04,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,8,31.3 GB,[09NotReady],,26.99%,68.11%,10.110.13.85,10.110.13.85,21001h33m42s
172.18.13.179,tmoa05,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,31.2 GB,[09NotReady],,3.09%,7.26%,172.18.13.179,172.18.13.179,12925h11m34s
10.110.18.81,ptmsap01,online,上海G4.5（数据中心）Linux,Anolis OS,8.8,5.10.134-13.an8.x86_64,16,31.1 GB,[09NotReady],,3.92%,35.37%,10.110.18.81,10.110.18.81,16002h3m27s
10.110.13.242,avicxsky03,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.el7.x86_64,64,251.4 GB,[09NotReady],,2.68%,20.41%,10.110.13.242,10.110.13.242,26084h25m21s
172.18.13.219,PPRD1VSA1,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,4,15.5 GB,[09NotReady],,3.12%,19.93%,172.18.13.219,172.18.13.219,17998h34m43s
172.18.13.103,PRDINFLE.tianma.cn,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,16,47.2 GB,[09NotReady],,0.88%,9.69%,172.18.13.103,172.18.13.103,17994h45m19s
10.110.13.155,pavicps,online,上海G4.5（数据中心）Linux,Oracle Linux Server,7.9 (Maipo),5.4.17-2011.6.2.el7uek.x86_64,32,125.8 GB,[09NotReady],,0.57%,50.32%,10.110.13.155,10.110.13.155,12330h51m28s
10.110.31.180,localhost.localdomain,online,上海G4.5（数据中心）Linux,CentOS,6.8 (Final),2.6.32-642.el6.x86_64,24,126.0 GB,[09NotReady],,0.83%,1.11%,10.110.31.180,10.110.31.180,18475h52m35s
172.18.2.186,PREPJUMP-NEW,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),16,64.0 GB,[09NotReady],,28.49%,53.22%,172.18.2.186,172.18.2.186,1048h53m41s
10.110.13.77,PLangxinGW,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,32.0 GB,[09NotReady],,7.12%,31.06%,10.110.13.77,10.110.13.77,1078h54m57s
172.18.13.63,APPSVR-WMH,online,上海G4.5（数据中心）Windows,Windows Server,2008 R2 Standard Service Pack 1,6.1.7601.24545 (win7sp1_ldr_escrow.200102-1707),16,32.0 GB,[09NotReady],,5.59%,64.50%,172.18.13.63,172.18.13.63,1175h31m47s
10.110.13.127,PRPACLE24,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8592 (rs1_release.251022-1740),4,8.0 GB,[09NotReady],RPA机器人,32.12%,48.99%,10.110.13.127,10.110.13.127,981h56m0s
10.110.13.141,PRPACLE30,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],,27.36%,40.90%,10.110.13.141,10.110.13.141,187h25m42s
10.110.13.129,PRPACLE26,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),8,16.0 GB,[09NotReady],RPA机器人,17.33%,24.60%,10.110.13.129,10.110.13.129,354h18m31s
172.18.13.46,pkqinap2,online,上海G4.5（数据中心）Windows,Windows Server,2012 R2 Standard,6.3.9600.20919 (winblue_ltsb_escrow.230329-1822),8,64.0 GB,[09NotReady],,8.04%,8.50%,172.18.13.46,172.18.13.46,11392h51m4s
10.110.13.125,PRPACLE22,online,上海G4.5（数据中心）Windows,Windows Server,2016 Standard,10.0.14393.8688 (rs1_release.251203-1653),4,8.0 GB,[09NotReady],RPA机器人,2.52%,34.75%,10.110.13.125,10.110.13.125,623h41m14s
10.110.13.111,P1NGISVR03,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.6 (Maipo),3.10.0-957.el7.x86_64,4,7.6 GB,[09NotReady],,3.31%,21.99%,10.110.13.111,10.110.13.111,25962h12m59s
10.110.13.165,pdormi01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,8,31.4 GB,[09NotReady],,2.18%,19.24%,10.110.13.165,10.110.13.165,12924h21m39s
10.110.14.141,tpromgt12,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,4,7.7 GB,[09NotReady],,9.54%,37.81%,10.110.14.141,10.110.14.141,19177h2m10s
10.110.13.81,pgppdb,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,5.4.247-1.el7.elrepo.x86_64,16,47.0 GB,[09NotReady],,0.52%,23.19%,10.110.13.81,10.110.13.81,21383h15m41s
10.110.14.93,tcondata01,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,32,62.7 GB,[09NotReady],,4.17%,63.04%,10.110.14.93,10.110.14.93,19146h22m29s
172.18.14.106,PRDIN2AP.tianma.cn,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),3.10.0-1160.el7.x86_64,16,62.7 GB,[09NotReady],,1.69%,39.87%,172.18.14.106,172.18.14.106,34100h41m32s
172.18.25.159,pkkngx01,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,16,31.2 GB,[09NotReady DMZ区服务器],,1.35%,30.13%,172.18.25.159,172.18.25.159,30286h51m43s
10.100.7.140,psdp2infra1.tianma.cn,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,4,15.5 GB,[09NotReady],,15.62%,42.61%,10.100.7.140,10.100.7.140,22727h12m23s
10.110.16.52,tianma-uat-node01,online,上海G4.5（数据中心）Linux,Red Hat Enterprise Linux Server,7.9 (Maipo),5.4.188-1.el7.elrepo.x86_64,8,71.6 GB,[09NotReady],,24.79%,17.04%,10.110.16.52,10.110.16.52,15090h37m34s
10.110.18.160,pstarrocks05,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,96,377.4 GB,[09NotReady],,17.80%,22.60%,10.110.18.160,10.110.18.160,23682h46m53s
172.18.25.134,ptengate02,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,16,31.7 GB,[09NotReady DMZ区服务器],上海零信任,16.56%,36.56%,172.18.25.134,172.18.25.134,20833h40m52s
10.110.13.147,PUEMkafka02,online,上海G4.5（数据中心）Linux,openEuler,20.03 (LTS-SP3),4.19.90-2112.8.0.0131.oe1.x86_64,8,15.1 GB,[09NotReady],,2.76%,26.01%,10.110.13.147,10.110.13.147,16338h8m24s
10.110.13.148,PUEMkafka03,online,上海G4.5（数据中心）Linux,openEuler,20.03 (LTS-SP3),4.19.90-2112.8.0.0131.oe1.x86_64,8,15.1 GB,[09NotReady],,3.37%,24.81%,10.110.13.148,10.110.13.148,16338h8m43s
10.110.18.159,pstarrocks04,online,上海G4.5（数据中心）Linux,Anolis OS,7.9,3.10.0-1160.an7.x86_64,96,377.4 GB,[09NotReady],,15.20%,21.77%,10.110.18.159,10.110.18.159,23683h7m50s
172.18.13.178,ekp07,online,上海G4.5（数据中心）Linux,CentOS Linux,7.9.2009 (Core),3.10.0-1160.el7.x86_64,8,31.2 GB,[09NotReady],,2.41%,27.68%,172.18.13.178,172.18.13.178,12925h15m58s
172.18.13.115,pitsmwb2.tianma.cn,online,上海G4.5（数据中心）Linux,CentOS Linux,7.0.1406 (Core) ,3.10.0-123.el7.x86_64,4,15.5 GB,[09NotReady],,3.16%,75.63%,172.18.13.115,172.18.13.115,54596h41m58s
